churn,tenure,warehousetohome,satisfactionscore,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount,cashbackperorder,is_unhappy_complainant,preferredlogindevice_Mobile Phone,preferredpaymentmode_Credit Card,preferredpaymentmode_Debit Card,preferredpaymentmode_E-Wallet,preferredpaymentmode_UPI,gender_Male,preferedordercat_Grocery,preferedordercat_Laptop & Accessory,preferedordercat_Mobile Phone,preferedordercat_Others,maritalstatus_Married,maritalstatus_Single
1,-2.0054778303559835,-0.31335831102960243,3,2,1,2.318575725564816,-0.38594003670065113,-0.6814231238830277,0.43152433198156115,-0.34284265437080536,0.942715078110262,0,False,False,True,False,False,True,False,True,False,False,False,True
1,0.9734048454664554,0.554792904272797,4,10,1,0.647610372911217,-0.38594003670065113,0.36060825342655467,-0.4087392104635126,-0.5712504056577371,-1.1189004059665337,0,True,False,True,False,False,False,False,False,True,False,False,False
1,-2.0054778303559835,-0.43737991321565955,3,5,1,0.647610372911217,2.3058865324577553,1.402639630736137,0.7116121794632524,-0.32269507594945607,-1.5157830474277532,0,True,False,True,False,False,True,False,True,False,False,False,False
1,1.0219205877034712,1.6709873239473108,2,2,0,-1.023354979742382,4.997713101616162,4.181389970228357,0.43152433198156115,0.5284373185851041,-1.8231208564884445,0,True,True,False,False,False,False,False,False,False,False,False,False
1,0.2841562947220977,1.5469657217612536,3,2,1,0.9261045983534835,-0.9243053505323324,-0.6814231238830277,-1.2490027529085863,-1.2472222204475036,0.043792855997243064,0,True,False,False,True,False,True,False,False,True,False,False,True
1,-2.0054778303559835,1.2989225173891394,3,4,1,-1.3018492051846484,-0.38594003670065113,-0.3340793314465002,-0.6888270579452038,-0.6543077697620756,-0.35856628365734516,0,True,False,True,False,False,False,False,True,False,False,False,False
1,0.6873408505839499,-0.1893367088435454,2,3,0,-0.1878723034155825,-0.9243053505323324,-0.6814231238830277,-0.4087392104635126,0.5979259053852686,1.8778067099332156,0,False,False,True,False,False,True,False,False,False,False,False,True
1,-2.0054778303559835,-0.06531510665748831,5,8,0,1.761587274680283,-0.38594003670065113,-0.6814231238830277,-0.12865136298182134,-0.7281136947953866,0.5597688984694804,0,True,True,False,False,False,False,False,False,True,False,False,True
0,0.17938838285643768,-1.181509526332002,4,2,0,-0.7448607543001154,-0.38594003670065113,-0.6814231238830277,0.43152433198156115,-0.09182027424358405,1.1922227010245594,0,True,False,False,True,False,True,False,False,False,False,False,False
0,0.2841562947220977,-0.43737991321565955,3,3,1,1.20459882379575,-0.9243053505323324,0.36060825342655467,0.1514364844998699,-1.1174964859182022,-1.336080341784155,0,True,False,False,True,False,True,False,True,False,False,False,False
0,0.9224000519520924,-0.1893367088435454,4,9,0,0.647610372911217,-0.38594003670065113,-0.6814231238830277,2.9523149593167823,-1.1088618094519098,0.18131835167400157,0,True,False,True,False,False,True,False,True,False,False,True,False
0,-0.223796173005415,-0.1893367088435454,2,2,0,-0.46636652885784896,0.15242527713103016,0.013264460990027213,0.7116121794632524,0.2582952977110913,-0.4008661017926931,0,False,False,False,True,False,False,False,False,False,False,False,True
0,-0.913044723749773,-1.181509526332002,3,2,0,-0.7448607543001154,-0.9243053505323324,-0.6814231238830277,1.2717878744266349,-0.7036487781408908,0.5840861852236175,0,False,False,False,False,False,True,False,True,False,False,False,False
0,-2.0054778303559835,-0.31335831102960243,3,3,0,0.3691161474689505,-0.38594003670065113,-0.6814231238830277,-1.2490027529085863,-0.33091857734592534,0.9545672010660595,0,True,True,False,False,False,True,False,True,False,False,False,False
0,1.4091947966812164,-0.06531510665748831,4,5,1,1.20459882379575,-0.38594003670065113,-0.6814231238830277,-1.2490027529085863,-0.9036854496100034,0.3852566052927318,0,True,True,False,False,False,False,False,False,True,False,False,False
0,0.6187360318416184,-0.6854231175877736,2,8,0,-1.3018492051846484,0.15242527713103016,-0.3340793314465002,1.8319635693900174,0.6400713500421734,0.49914597070706573,0,True,False,False,True,False,True,False,False,False,False,False,False
0,0.2841562947220977,-0.9334663219598879,3,7,0,0.647610372911217,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-1.1329155510365818,0.15740975881489222,0,False,False,False,True,False,False,False,False,True,False,False,False
0,-2.0054778303559835,-0.1893367088435454,2,2,0,2.318575725564816,-0.9243053505323324,-0.3340793314465002,-0.6888270579452038,-1.114001497824703,-0.6631794667511864,0,True,True,False,False,False,True,False,False,True,False,False,False
0,0.2841562947220977,-0.06531510665748831,4,7,0,0.647610372911217,-0.9243053505323324,-0.3340793314465002,-0.6888270579452038,-1.1754721707633098,-0.7039126249555949,0,False,True,False,False,False,True,False,False,True,False,True,False
0,-1.3162292796116255,1.4229441195751966,2,2,0,-1.3018492051846484,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-1.0338223592091285,0.25590498751652313,0,True,True,False,False,False,True,False,False,True,False,False,False
0,1.4091947966812164,1.795008926133368,2,4,1,0.090621922026684,-0.38594003670065113,-0.6814231238830277,-0.12865136298182134,0.3489594006071639,1.630342556494055,1,True,False,True,False,False,True,False,False,False,False,True,False
0,-2.0054778303559835,-0.1893367088435454,3,2,1,-0.1878723034155825,-0.9243053505323324,-0.6814231238830277,-0.9689149054268951,-1.0640437268411527,0.22586598623200083,0,False,True,False,False,False,True,False,False,True,False,True,False
0,1.1547009284833014,0.18272809771462584,4,4,0,-0.1878723034155825,0.15242527713103016,0.36060825342655467,-0.12865136298182134,2.504955879226471,0.10415694429280686,0,True,False,True,False,False,False,False,False,False,True,False,True
0,0.6873408505839499,-0.1893367088435454,3,5,0,-1.023354979742382,-0.38594003670065113,-0.6814231238830277,0.9917000269449436,-1.0876862933560016,0.2023660872679186,0,True,False,True,False,False,True,False,False,True,False,True,False
0,-0.6269807288672674,-0.5614015154017166,2,3,0,-1.023354979742382,0.15242527713103016,1.402639630736137,-0.12865136298182134,0.3448476499089296,-1.3499044127834607,0,True,False,True,False,False,False,False,False,False,False,False,False
0,0.4654523777389432,-1.181509526332002,2,5,0,1.761587274680283,-0.38594003670065113,-0.6814231238830277,-0.9689149054268951,0.1941519868186322,1.4764693050161963,0,True,False,True,False,False,False,False,True,False,False,False,True
0,-0.223796173005415,-0.43737991321565955,3,4,0,1.20459882379575,-0.9243053505323324,-0.6814231238830277,-0.12865136298182134,-0.9670064103628163,0.3223177454584943,0,True,False,True,False,False,True,False,False,True,False,False,True
0,-2.0054778303559835,0.9268577108309684,4,1,1,0.090621922026684,-0.38594003670065113,-0.6814231238830277,-0.9689149054268951,-0.9628946596645814,0.3264046844087698,0,True,False,False,False,False,True,False,False,True,False,False,False
1,-2.0054778303559835,-0.1893367088435454,5,1,0,1.4830930492380165,-0.38594003670065113,-0.6814231238830277,-1.2490027529085863,-1.1135903227548793,0.17661837188118537,0,False,False,False,False,False,False,False,False,True,False,False,True
0,0.2841562947220977,-0.8094447197738308,4,5,0,-1.023354979742382,1.2291559047943927,1.402639630736137,-0.6888270579452038,-1.1623145685289593,-1.7244212808392996,0,False,True,False,False,False,True,False,False,True,False,False,True
0,-0.6269807288672674,-0.06531510665748831,5,2,0,-1.3018492051846484,-0.9243053505323324,1.0552958382996096,1.5518757219083261,-0.9600164341758175,-1.5787510996830638,0,False,True,False,False,False,True,False,True,False,False,True,False
0,0.9224000519520924,-0.6854231175877736,5,5,1,-1.3018492051846484,-0.9243053505323324,-0.6814231238830277,-0.4087392104635126,-0.5624101416565326,0.724472538165569,0,True,False,True,False,False,False,False,True,False,False,True,False
0,1.3765894013283082,-0.1893367088435454,5,5,1,0.647610372911217,-0.38594003670065113,-0.3340793314465002,-0.6888270579452038,-0.7163952053054181,-0.3997081357567817,0,True,False,True,False,False,False,False,False,True,False,True,False
0,-0.07051251890273962,-0.1893367088435454,2,1,0,-0.46636652885784896,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-1.0776125041453266,0.2123790876960929,0,True,False,True,False,False,True,False,False,True,False,False,True
1,-2.0054778303559835,-0.9334663219598879,2,2,0,1.761587274680283,-0.9243053505323324,-0.6814231238830277,-1.2490027529085863,-1.2624356980309717,0.02867118188122483,0,True,False,True,False,False,True,False,False,True,False,False,True
0,0.9734048454664554,-1.181509526332002,5,2,0,2.5970699510070823,1.2291559047943927,4.181389970228357,0.7116121794632524,0.5574251610076579,-1.8195192415385144,0,True,False,False,True,False,False,False,False,False,False,True,False
0,0.2841562947220977,-0.06531510665748831,2,2,0,-1.023354979742382,-0.38594003670065113,-0.3340793314465002,-0.9689149054268951,-1.1211970615466134,-0.6679475621931739,0,True,False,True,False,False,False,False,False,True,False,False,True
0,-0.4050922560222608,0.3067496999006829,2,9,1,2.0400815001225494,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-0.7838279167564655,0.504390875693252,1,True,True,False,False,False,False,False,False,True,False,False,False
0,0.2841562947220977,2.1670737326915392,4,3,0,-0.1878723034155825,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-1.1164685482436434,0.17375751461599304,0,True,True,False,False,False,False,False,False,True,False,False,True
1,-0.4050922560222608,1.2989225173891394,4,2,1,1.761587274680283,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-0.9460364818018198,0.34316113410489774,0,True,False,False,True,False,False,False,False,True,False,False,True
0,1.1547009284833014,-1.181509526332002,3,3,0,-0.1878723034155825,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-0.8329633376003684,0.4555519552374643,0,True,True,False,False,False,True,False,False,True,False,False,False
0,1.271821489462648,0.43077130208673997,5,2,0,-1.3018492051846484,-0.38594003670065113,-0.6814231238830277,-0.4087392104635126,-0.6767168110674542,0.6108556353479198,0,True,True,False,False,False,False,False,True,False,False,True,False
0,-0.07051251890273962,0.554792904272797,4,2,0,-0.7448607543001154,-0.9243053505323324,-0.6814231238830277,0.43152433198156115,-1.0249820952079238,0.26469190625961486,0,True,True,False,False,False,False,False,False,True,False,False,False
0,0.6187360318416184,-0.6854231175877736,3,2,0,-0.46636652885784896,-0.38594003670065113,2.097327215609192,1.2717878744266349,2.3213662105502966,-1.1553967707924908,0,True,True,False,False,False,False,False,False,False,True,False,False
0,1.3428785300793302,0.554792904272797,4,9,0,-1.3018492051846484,-0.38594003670065113,-0.3340793314465002,2.9523149593167823,2.2574284871927497,1.5708775947675524,0,True,True,False,False,False,True,False,False,False,True,False,True
0,0.06226782187709057,-0.9334663219598879,3,2,0,0.3691161474689505,-0.9243053505323324,-0.6814231238830277,1.2717878744266349,0.37116285437763097,1.6524120268255411,0,False,False,True,False,False,True,False,True,False,False,False,False
0,1.195293318311462,-0.8094447197738308,4,4,0,0.647610372911217,-0.9243053505323324,-0.3340793314465002,-1.2490027529085863,1.231957863053042,0.8913558786351373,0,True,True,False,False,False,False,True,False,False,False,False,True
0,1.2342934332339834,-1.181509526332002,3,1,0,-0.1878723034155825,-0.38594003670065113,2.7920148004822467,1.2717878744266349,2.519963769275028,-1.320257076481673,0,True,False,True,False,False,True,False,False,False,True,False,False
0,0.2841562947220977,-0.06531510665748831,4,2,0,0.090621922026684,-0.38594003670065113,-0.6814231238830277,-0.4087392104635126,-1.123047349360819,0.16721841229555237,0,True,True,False,False,False,False,False,False,True,False,False,True
1,-2.0054778303559835,1.6709873239473108,3,4,1,-0.7448607543001154,-0.38594003670065113,-0.6814231238830277,-0.9689149054268951,-0.37532548488685885,0.910428260403088,0,True,False,True,False,False,True,False,True,False,False,False,False
0,0.2841562947220977,-0.31335831102960243,2,5,0,-0.46636652885784896,-0.9243053505323324,-0.3340793314465002,-0.6888270579452038,-1.162108980994048,-0.6950575905633326,0,False,True,False,False,False,True,False,False,True,False,True,False
0,0.9224000519520924,-0.9334663219598879,2,10,0,2.0400815001225494,-0.38594003670065113,2.7920148004822467,0.9917000269449436,1.8606445448131115,-1.4294805199277762,0,False,True,False,False,False,True,True,False,False,False,False,False
0,0.37893039918898264,1.4229441195751966,5,2,1,-1.023354979742382,-0.9243053505323324,-0.6814231238830277,0.7116121794632524,-0.8588673669992468,0.42980423985073046,0,True,False,True,False,False,True,False,False,True,False,False,False
0,0.17938838285643768,-0.9334663219598879,4,6,0,-1.3018492051846484,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-0.6818564994402474,0.6057469616600759,0,False,True,False,False,False,False,False,True,False,False,False,True
0,0.7515163726214488,1.4229441195751966,3,3,0,0.090621922026684,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-0.5091629701143946,0.7773983975716322,0,False,True,False,False,False,False,False,True,False,False,True,False
0,0.4654523777389432,-0.9334663219598879,3,10,0,-0.46636652885784896,-0.9243053505323324,-0.6814231238830277,-1.2490027529085863,-0.24436622514808706,1.0405972659693516,0,True,False,True,False,False,True,False,True,False,False,False,False
0,0.4654523777389432,2.415116937063653,2,4,0,0.647610372911217,-0.9243053505323324,-0.6814231238830277,0.7116121794632524,-0.3043977853423118,0.9809279572953347,0,True,False,False,False,False,True,False,True,False,False,False,False
0,-2.0054778303559835,-1.181509526332002,5,6,0,0.9261045983534835,-0.9243053505323324,-0.3340793314465002,-1.2490027529085863,-0.7079661163740373,-0.39412265252473916,0,False,False,False,False,False,True,False,True,False,False,False,False
0,1.1123806920586263,1.0508793130170253,2,2,1,-0.1878723034155825,-0.9243053505323324,-0.6814231238830277,0.7116121794632524,-0.19276375388524317,1.0918883497953045,1,False,False,True,False,False,True,False,True,False,False,True,False
0,0.06226782187709057,0.05870649552856877,3,2,1,0.3691161474689505,0.15242527713103016,-0.3340793314465002,-1.2490027529085863,-0.8072648957364024,-0.4599223696241687,0,False,True,False,False,False,True,False,False,True,False,True,False
0,0.6187360318416184,1.1749009152030825,2,9,1,-0.1878723034155825,-0.38594003670065113,0.013264460990027213,0.7116121794632524,-1.0280659082316,-1.040165527089483,1,True,True,False,False,False,True,False,True,False,False,False,False
1,-1.3162292796116255,2.415116937063653,5,8,1,0.9261045983534835,-0.9243053505323324,-0.6814231238830277,-1.2490027529085863,-0.21969572095867976,1.0651188996710022,0,True,True,False,False,False,True,False,True,False,False,False,False
1,-2.0054778303559835,2.1670737326915392,2,2,0,1.761587274680283,-0.38594003670065113,-0.6814231238830277,1.2717878744266349,-0.021098162233949155,1.2625180509692917,0,True,False,False,True,False,False,False,False,False,False,False,False
0,-2.0054778303559835,-0.1893367088435454,4,2,1,0.090621922026684,-0.9243053505323324,-0.3340793314465002,-0.6888270579452038,-1.1129735601501443,-0.6624983102594737,0,True,False,True,False,False,True,False,False,True,False,True,False
0,0.2841562947220977,1.0508793130170253,2,2,0,-0.7448607543001154,-0.38594003670065113,-0.6814231238830277,0.7116121794632524,-1.1489513787596968,0.1414706969088191,0,False,True,False,False,False,False,False,False,True,False,False,True
0,0.6187360318416184,-0.06531510665748831,2,10,0,-0.46636652885784896,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-0.5891365211950577,0.6979074349887803,0,False,False,True,False,False,True,False,True,False,False,False,False
0,0.9734048454664554,-1.181509526332002,5,8,0,0.090621922026684,-0.9243053505323324,-0.6814231238830277,-0.4087392104635126,0.34011913660596,1.621555637750964,0,True,True,False,False,False,True,False,False,False,False,True,False
1,-2.0054778303559835,-0.6854231175877736,2,2,0,-1.3018492051846484,2.8442518462894366,2.097327215609192,0.9917000269449436,0.5465290216573362,-1.5082222103697442,0,True,True,False,False,False,True,False,False,False,False,False,False
0,-0.6269807288672674,-1.181509526332002,3,2,0,1.761587274680283,0.15242527713103016,0.7079520458630821,0.9917000269449436,0.15056742941734544,-1.0835892534361562,0,False,False,True,False,False,True,False,False,False,False,False,True
0,-2.0054778303559835,1.2989225173891394,3,2,0,-0.46636652885784896,-0.38594003670065113,-0.6814231238830277,0.7116121794632524,0.46038784452932163,1.741098602046512,0,False,False,True,False,False,False,False,True,False,False,False,True
0,1.195293318311462,-0.1893367088435454,4,6,0,0.090621922026684,-0.38594003670065113,0.36060825342655467,-0.4087392104635126,0.9762069696228504,-0.5036526163921131,0,True,False,True,False,False,True,False,False,False,False,False,False
1,-2.0054778303559835,-0.1893367088435454,5,6,1,-1.3018492051846484,-0.38594003670065113,-0.6814231238830277,-0.12865136298182134,-1.0453352611641853,0.24446155845575268,0,True,False,False,False,False,False,False,False,True,False,False,True
0,0.6873408505839499,-0.43737991321565955,2,4,1,0.647610372911217,-0.9243053505323324,-0.3340793314465002,-1.2490027529085863,1.2025588455606655,0.8718748029721594,1,True,False,True,False,False,False,False,False,False,False,False,True
1,-2.0054778303559835,2.043052130505482,5,6,0,-0.1878723034155825,-0.9243053505323324,-0.6814231238830277,-0.9689149054268951,-0.21496720765570962,1.069818879463819,0,False,False,False,True,False,False,False,True,False,False,False,True
1,0.2841562947220977,-1.181509526332002,3,1,0,-0.46636652885784896,-0.9243053505323324,-0.6814231238830277,0.1514364844998699,-1.1684821945763109,0.1220577368950124,0,True,False,False,True,False,True,False,False,True,False,False,True
0,0.9224000519520924,-0.43737991321565955,2,7,0,-1.023354979742382,5.536078415447843,3.139358592918774,0.9917000269449436,0.2309521555678316,-1.7488800385571,0,False,True,False,False,False,False,False,False,False,False,False,True
0,1.3079845825859766,-0.8094447197738308,5,3,0,-0.46636652885784896,-0.38594003670065113,-0.6814231238830277,0.1514364844998699,-0.37039138404897715,0.9153325871434184,0,True,False,False,True,False,False,False,True,False,False,False,False
0,0.2841562947220977,-0.5614015154017166,4,9,0,0.090621922026684,-0.9243053505323324,0.013264460990027213,0.7116121794632524,-0.37573665995668254,-0.715969094858907,0,True,False,True,False,False,True,False,True,False,False,False,True
0,-0.07051251890273962,-0.1893367088435454,4,7,0,1.4830930492380165,-0.9243053505323324,-0.6814231238830277,-0.9689149054268951,-1.0525308248860958,0.23730941529277128,0,True,True,False,False,False,False,False,False,True,False,False,False
0,0.37893039918898264,0.18272809771462584,2,2,1,-0.46636652885784896,-0.9243053505323324,-0.6814231238830277,-0.4087392104635126,0.9135027714747739,2.1914792743668334,1,False,False,False,False,True,True,False,False,False,False,True,False
0,0.4654523777389432,-0.8094447197738308,3,1,0,-1.023354979742382,-0.38594003670065113,0.7079520458630821,2.3921392643534,0.5894968164538872,-0.9381623424555325,0,True,False,True,False,False,True,False,False,False,False,True,False
0,-0.4050922560222608,-1.181509526332002,3,1,0,-1.023354979742382,-0.38594003670065113,-0.6814231238830277,-0.12865136298182134,-0.698303502233186,0.5893992058589751,0,False,True,False,False,False,True,False,True,False,False,False,False
0,0.2841562947220977,-0.8094447197738308,2,4,0,0.3691161474689505,-0.9243053505323324,-0.6814231238830277,-1.2490027529085863,-1.1440172779218152,0.14637502364914948,0,True,False,True,False,False,True,False,False,True,False,False,False
0,0.37893039918898264,-0.6854231175877736,2,5,0,0.3691161474689505,-0.38594003670065113,0.7079520458630821,0.9917000269449436,-1.2624356980309717,-1.551748110190175,0,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.913044723749773,-1.181509526332002,2,2,0,-0.46636652885784896,1.2291559047943927,0.36060825342655467,-0.9689149054268951,0.036260760006423795,-0.8773623140052725,0,False,True,False,False,False,False,False,False,False,False,False,False
0,0.17938838285643768,-1.181509526332002,3,2,0,-0.46636652885784896,-0.38594003670065113,-0.6814231238830277,0.9917000269449436,0.21532750291453975,1.4975170406101128,0,False,False,False,True,False,False,False,False,False,False,False,True
1,-2.0054778303559835,-0.1893367088435454,2,2,1,-0.7448607543001154,-0.9243053505323324,-0.6814231238830277,-0.9689149054268951,-1.1004327205205289,0.18969657652206556,1,True,True,False,False,False,True,False,False,True,False,False,True
0,1.2342934332339834,-0.9334663219598879,2,8,0,-0.1878723034155825,-0.9243053505323324,-0.3340793314465002,-0.6888270579452038,-0.9312341792881752,-0.5420698425246994,0,True,False,True,False,False,False,False,False,True,False,False,True
0,0.7515163726214488,-0.6854231175877736,2,2,0,-0.1878723034155825,-0.9243053505323324,2.7920148004822467,2.9523149593167823,2.362278129997731,-1.3463794279388483,0,True,False,False,True,False,True,False,False,False,True,False,False
0,0.2841562947220977,-0.43737991321565955,3,9,0,0.3691161474689505,0.15242527713103016,-0.3340793314465002,-0.6888270579452038,-1.1255143997797599,-0.6708084194583668,0,True,True,False,False,False,True,False,False,True,False,False,False
0,1.1547009284833014,-1.181509526332002,2,4,0,-0.1878723034155825,-0.38594003670065113,-0.6814231238830277,0.43152433198156115,2.4208705774475745,3.6897510935377027,0,True,True,False,False,False,False,False,False,False,True,True,False
1,-2.0054778303559835,-0.1893367088435454,2,6,1,-0.7448607543001154,-0.9243053505323324,-0.6814231238830277,-0.12865136298182134,-1.090770106379677,0.1993008830552127,1,True,True,False,False,False,True,False,False,True,False,False,False
0,0.8118000091972293,0.8028361086449112,2,6,1,1.761587274680283,-0.9243053505323324,-0.3340793314465002,1.2717878744266349,1.7109768193973718,1.2087748037731738,1,True,False,False,True,False,False,True,False,False,False,False,False
1,-2.0054778303559835,-0.9334663219598879,5,8,0,1.20459882379575,-0.38594003670065113,-0.6814231238830277,0.7116121794632524,-1.0350558844185989,0.25467890583144054,0,True,False,True,False,False,False,False,False,True,False,False,False
0,1.2342934332339834,-0.9334663219598879,3,2,1,0.647610372911217,-0.38594003670065113,4.181389970228357,2.1120514168717084,2.328561774272208,-1.5994631224346367,0,False,False,True,False,False,True,False,False,False,True,False,True
0,-0.223796173005415,-0.6854231175877736,4,3,0,-1.3018492051846484,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-0.7834167416866418,0.5047995695882798,0,True,False,True,False,False,False,False,False,True,False,False,False
1,-2.0054778303559835,-1.181509526332002,3,1,1,-0.46636652885784896,-0.38594003670065113,-0.6814231238830277,-0.6888270579452038,-0.8247398362038992,0.46372583313801474,0,True,False,True,False,False,True,False,False,True,False,False,True
0,0.2841562947220977,-1.181509526332002,3,8,0,-0.46636652885784896,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-1.1327099635016704,0.15761410576240578,0,True,True,False,False,False,False,False,False,True,False,True,False
0,-0.223796173005415,2.043052130505482,2,1,0,0.647610372911217,-0.38594003670065113,-0.3340793314465002,-0.6888270579452038,-0.6736329980437782,-0.3713720257015406,0,False,False,False,True,False,True,False,True,False,False,False,False
0,0.6873408505839499,1.1749009152030825,5,3,0,0.090621922026684,-0.38594003670065113,-0.6814231238830277,-1.2490027529085863,-0.9600164341758175,0.3292655416739621,0,True,False,True,False,False,True,False,True,False,False,True,False
0,0.6187360318416184,1.795008926133368,2,2,0,0.3691161474689505,0.15242527713103016,0.36060825342655467,0.7116121794632524,-0.9092363130526203,-1.2532789586515807,0,True,False,False,False,False,True,False,True,False,False,True,False
0,0.9224000519520924,-1.181509526332002,2,1,0,-0.1878723034155825,-0.38594003670065113,-0.6814231238830277,0.7116121794632524,2.356110503950379,3.625381805070868,0,True,False,False,False,True,True,False,False,False,True,False,False
0,-0.4050922560222608,-0.8094447197738308,3,10,0,-1.023354979742382,-0.38594003670065113,-0.3340793314465002,-0.6888270579452038,1.2198281984932504,0.8833182320329298,0,False,True,False,False,False,True,False,False,False,False,True,False
0,-0.07051251890273962,-0.5614015154017166,2,2,0,-0.7448607543001154,-0.9243053505323324,-0.6814231238830277,-0.6888270579452038,-0.9931160272966056,0.2963656831242475,0,True,False,True,False,False,False,False,False,True,False,False,False
